user,churn,age,credit_score,housing,payment_type,is_referred,total_deposits,total_withdrawals,total_purchases,total_partner_purchases,credit_card_applications,waiting_for_loan,cancelled_loan,received_loan,rejected_loan,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,rewards_earned,reward_rate,age_group,credit_score_band,activity_score,activity_segment,rewards_segment,loan_status,platform_segment,risk_score,risk_segment,recommended_action
46326,1,28.0,512.0,na,Bi-Weekly,0,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,11.0,0.37,25-34,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46327,0,25.5,468.5,R,na,0,0,0,0,88,18,0,0,0,0,1,0,0,0,1,0,74.0,1.23,25-34,Under 500,106,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46329,0,23.0,,na,Bi-Weekly,0,11,0,11,11,3,0,0,0,0,1,0,0,0,1,0,8.0,0.0,18-24,Missing,36,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46330,0,20.0,511.0,na,Bi-Weekly,0,0,0,0,26,2,0,1,0,0,1,1,1,0,1,2,16.0,0.53,18-24,500-599,28,Moderate Activity,Low Rewards,Cancelled Loan,App + Web,35,Medium Risk,Loan journey follow-up and clearer next steps
46331,1,33.0,586.0,na,Bi-Weekly,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,2,1.0,0.03,25-34,500-599,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46334,0,24.0,626.0,O,na,0,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,1.0,0.03,18-24,600-699,6,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46336,1,21.0,530.0,na,Bi-Weekly,0,0,0,0,0,8,0,0,0,0,1,1,1,0,1,0,32.0,1.0699999999999998,18-24,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46346,1,34.0,526.0,R,Bi-Weekly,1,0,0,0,0,30,0,0,0,0,1,1,1,1,0,0,48.0,1.6,25-34,500-599,30,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46348,1,23.0,505.0,na,Monthly,0,0,0,0,29,1,0,0,0,0,1,0,0,1,0,0,25.0,0.83,18-24,500-599,30,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46350,1,42.0,,na,Weekly,0,0,0,0,0,4,0,0,1,0,1,1,1,1,0,0,44.0,1.47,35-44,Missing,4,Low Activity,Low Rewards,Received Loan,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46354,0,29.5,,na,Bi-Weekly,0,0,0,0,46,12,0,0,0,0,1,0,0,0,1,0,24.0,0.8,25-34,Missing,58,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46358,0,37.0,,R,na,0,3,1,3,44,6,0,0,0,0,1,1,1,0,1,0,12.0,0.92,35-44,Missing,56,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46359,0,31.0,,na,Bi-Weekly,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,64.0,2.13,25-34,Missing,5,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46360,1,36.0,,na,Semi-Monthly,0,0,0,0,15,5,0,0,0,0,1,0,0,0,1,0,20.0,0.67,35-44,Missing,20,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46361,0,27.0,,R,Bi-Weekly,0,22,1,22,81,25,0,0,0,0,1,1,1,1,0,2,30.0,0.0,25-34,Missing,150,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46365,1,27.0,,na,Bi-Weekly,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,60.0,2.0,25-34,Missing,2,Very Low Activity,High Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
46367,1,25.0,533.0,R,Weekly,1,15,0,15,20,15,0,0,0,0,1,1,1,1,0,0,30.0,1.0,25-34,500-599,65,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46368,1,42.0,506.0,na,Bi-Weekly,0,49,4,49,40,8,0,0,1,0,1,1,1,1,0,0,62.0,2.07,35-44,500-599,146,High Activity,High Rewards,Received Loan,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46370,0,27.0,555.0,R,Bi-Weekly,0,0,0,0,76,1,0,0,0,0,1,0,0,0,1,0,60.0,2.0,25-34,500-599,77,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46374,1,31.0,471.0,na,na,1,0,0,0,12,7,0,0,0,0,1,1,1,1,0,0,8.0,0.27,25-34,Under 500,19,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46376,1,37.0,579.0,R,na,1,13,0,13,2,38,0,0,0,0,1,1,1,1,0,0,44.0,1.47,35-44,500-599,66,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46377,1,25.0,557.0,R,Weekly,0,0,0,0,18,5,0,0,0,0,1,1,1,0,1,0,15.0,0.5,25-34,500-599,23,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46382,1,25.0,511.0,R,Bi-Weekly,0,6,0,6,29,7,0,0,0,0,1,0,0,0,1,0,25.0,0.83,25-34,500-599,48,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46384,1,39.0,558.0,O,Bi-Weekly,0,0,0,0,0,26,0,0,0,0,1,1,1,1,0,0,33.0,1.1,35-44,500-599,26,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46385,0,44.0,622.0,R,Semi-Monthly,1,10,0,10,75,38,0,0,0,0,1,1,1,0,1,0,53.0,1.77,35-44,600-699,133,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46386,1,23.0,522.0,na,Semi-Monthly,1,1,1,1,39,9,0,0,0,0,1,1,1,0,1,0,20.0,0.67,18-24,500-599,50,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46390,1,23.0,470.0,na,Bi-Weekly,1,0,0,0,46,7,0,0,0,0,1,1,1,1,0,0,22.0,0.73,18-24,Under 500,53,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46391,0,30.0,,na,Weekly,1,0,0,0,8,1,0,0,0,0,1,0,0,0,1,0,9.0,0.3,25-34,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46392,0,32.0,,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44.0,1.47,25-34,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46394,0,32.5,521.0,R,Bi-Weekly,0,0,0,0,194,68,0,0,0,0,1,1,1,0,1,0,64.0,1.0699999999999998,25-34,500-599,262,High Activity,High Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46396,1,33.0,,na,Bi-Weekly,0,0,0,0,9,2,0,0,0,0,1,0,0,0,1,2,59.0,1.97,25-34,Missing,11,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46399,0,25.0,,na,na,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1.0,0.25,25-34,Missing,2,Very Low Activity,Low Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
46400,1,38.0,519.0,R,na,1,12,2,12,79,12,0,0,0,0,1,1,1,1,0,4,37.0,1.23,35-44,500-599,115,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46401,0,37.0,552.5,O,Monthly,1,36,2,36,120,36,0,0,0,0,1,1,1,1,0,2,48.0,0.8,35-44,500-599,228,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46402,1,25.0,520.0,R,Bi-Weekly,1,0,0,0,33,3,0,0,0,0,1,1,1,1,0,0,19.0,0.63,25-34,500-599,36,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46406,0,48.0,,R,Bi-Weekly,1,42,2,42,46,11,0,0,0,0,1,0,0,0,1,0,47.0,1.5699999999999998,45-54,Missing,141,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46407,0,61.0,531.0,na,Monthly,0,0,0,0,18,0,0,0,0,0,1,1,1,0,1,2,11.0,0.55,55+,500-599,18,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46409,1,23.0,534.0,R,na,1,0,0,0,0,3,0,0,0,0,1,1,1,0,1,0,20.0,0.67,18-24,500-599,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,45,Medium Risk,Maintain engagement with lifecycle messaging
46411,1,28.0,637.0,R,Bi-Weekly,0,1,0,1,15,4,0,0,0,0,1,0,0,0,1,0,6.0,1.5,25-34,600-699,21,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46413,1,40.0,468.0,R,Bi-Weekly,0,0,0,0,0,6,0,0,0,1,1,1,1,1,0,0,23.0,0.77,35-44,Under 500,6,Low Activity,Low Rewards,Rejected Loan,App + Web,65,High Risk,Loan journey follow-up and clearer next steps
46415,1,48.0,522.0,na,Bi-Weekly,0,0,0,0,23,6,0,0,0,0,1,1,1,1,0,0,14.0,0.47,45-54,500-599,29,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46417,0,35.0,442.0,na,Monthly,1,0,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1.0,0.03,35-44,Under 500,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,30,Medium Risk,Maintain engagement with lifecycle messaging
46418,0,25.0,454.0,R,Weekly,0,2,0,2,109,14,0,0,0,0,1,1,1,0,1,2,37.0,1.23,25-34,Under 500,127,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46420,0,26.0,,na,Bi-Weekly,1,0,0,0,19,0,0,0,0,0,1,0,0,0,1,0,10.0,0.67,25-34,Missing,19,Moderate Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46421,1,21.0,516.0,na,Bi-Weekly,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0.0,0.0,18-24,500-599,0,Very Low Activity,No Rewards,No Loan Interaction,App Only,55,Medium Risk,Introduce rewards education or welcome offer
46426,1,22.0,528.0,na,na,0,2,1,2,35,4,0,0,0,0,1,1,1,1,0,0,23.0,0.77,18-24,500-599,43,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46427,1,47.0,518.0,R,Bi-Weekly,0,0,0,0,0,33,0,0,0,0,1,1,1,1,0,0,42.0,1.4,45-54,500-599,33,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46429,1,42.0,577.0,R,Semi-Monthly,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,26.0,0.87,35-44,500-599,4,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46433,1,29.0,502.0,R,Weekly,1,0,0,0,140,18,0,0,0,0,1,1,1,1,0,0,35.0,1.17,25-34,500-599,158,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46438,0,30.0,,na,Weekly,1,0,0,0,88,12,0,0,0,0,1,0,0,1,0,0,50.0,1.67,25-34,Missing,100,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46439,0,23.0,,na,na,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0.0,0.0,18-24,Missing,2,Very Low Activity,No Rewards,No Loan Interaction,App Only,55,Medium Risk,Introduce rewards education or welcome offer
46440,1,52.0,,O,Semi-Monthly,0,10,4,10,25,19,0,0,0,0,1,1,1,1,1,2,43.0,1.4300000000000002,45-54,Missing,64,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46443,0,22.0,526.0,na,Bi-Weekly,1,0,0,0,38,1,0,0,0,0,1,1,1,0,1,0,21.0,0.8099999999999998,18-24,500-599,39,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46445,1,28.0,546.0,R,Bi-Weekly,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3.0,0.1,25-34,500-599,0,Very Low Activity,Low Rewards,Received Loan,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46447,0,22.0,637.0,R,na,1,1,0,1,232,8,0,0,0,0,1,1,1,1,0,0,65.0,2.17,18-24,600-699,242,High Activity,High Rewards,No Loan Interaction,App + Web,0,Low Risk,Maintain engagement with lifecycle messaging
46450,1,38.0,486.0,na,Weekly,0,5,2,5,12,0,0,0,0,0,1,0,0,1,0,0,3.0,0.1,35-44,Under 500,22,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46458,0,23.0,527.0,na,na,0,0,0,0,33,5,0,0,0,0,1,0,0,0,1,3,27.0,0.9,18-24,500-599,38,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46463,0,35.0,,na,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,66.0,2.2,35-44,Missing,1,Very Low Activity,High Rewards,No Loan Interaction,App Only,45,Medium Risk,Maintain engagement with lifecycle messaging
46466,1,24.0,,R,Semi-Monthly,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,2.0,0.29,18-24,Missing,3,Very Low Activity,Low Rewards,No Loan Interaction,App Only,55,Medium Risk,Maintain engagement with lifecycle messaging
46479,0,41.0,,O,Bi-Weekly,0,1,1,1,19,1,0,0,0,0,1,0,0,0,1,2,18.0,0.6,35-44,Missing,22,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46483,1,65.0,,O,Monthly,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1.0,0.0,55+,Missing,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46487,0,32.0,491.0,R,Bi-Weekly,0,25,4,25,83,44,0,0,0,0,1,1,1,0,1,2,49.0,1.63,25-34,Under 500,177,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46490,0,28.0,550.0,R,Weekly,1,0,0,0,58,7,0,0,0,0,1,0,0,0,1,2,20.0,0.0,25-34,500-599,65,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46491,0,23.0,,R,Bi-Weekly,1,0,0,0,62,5,0,0,0,0,1,0,0,0,1,0,35.0,1.17,18-24,Missing,67,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46492,1,25.0,381.0,R,Bi-Weekly,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,19.0,0.63,25-34,Under 500,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46494,0,36.0,554.0,na,Weekly,0,2,0,2,84,3,0,0,0,0,1,0,0,0,1,0,37.0,1.23,35-44,500-599,91,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46498,0,53.0,539.0,na,Weekly,1,46,1,46,57,0,0,0,0,0,1,1,1,1,0,0,44.0,1.47,45-54,500-599,149,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46499,0,23.0,646.0,na,Weekly,0,0,0,0,79,7,0,0,0,0,1,0,0,0,1,0,28.0,0.93,18-24,600-699,86,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46501,0,23.0,,na,Bi-Weekly,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,33.0,1.1,18-24,Missing,1,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46506,0,19.0,,na,Weekly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,18-24,Missing,0,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
46511,1,26.0,573.0,R,Bi-Weekly,1,0,0,0,0,14,0,0,0,0,1,0,0,0,1,0,74.0,2.47,25-34,500-599,14,Low Activity,High Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46515,0,48.0,571.0,na,Bi-Weekly,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2.0,0.0699999999999999,45-54,500-599,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46516,1,24.0,573.0,R,Weekly,0,0,0,0,13,12,0,0,0,0,1,1,1,0,1,0,17.0,0.5700000000000001,18-24,500-599,25,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46517,1,27.0,497.0,na,Weekly,0,0,0,0,10,0,0,0,0,0,1,0,0,0,1,2,7.0,0.23,25-34,Under 500,10,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46532,0,22.0,566.0,na,Bi-Weekly,0,0,0,0,0,3,0,0,0,0,1,1,1,1,0,0,20.0,0.67,18-24,500-599,3,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46534,1,22.0,554.0,R,na,0,1,0,1,5,1,0,0,0,0,1,0,0,0,1,0,2.0,0.22,18-24,500-599,8,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46538,0,63.0,539.0,na,Monthly,0,0,0,0,15,1,0,0,0,0,1,0,0,1,0,2,8.0,0.27,55+,500-599,16,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46548,0,25.0,544.0,na,Weekly,0,0,0,0,41,2,0,0,0,0,1,1,1,1,0,0,29.0,0.97,25-34,500-599,43,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46550,1,29.0,562.0,na,Semi-Monthly,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,25-34,500-599,1,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
46552,1,28.0,,na,Semi-Monthly,1,1,0,1,6,4,0,0,0,0,1,0,0,0,1,0,4.0,0.5700000000000001,25-34,Missing,12,Low Activity,Low Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46554,0,23.0,,na,Semi-Monthly,0,0,0,0,0,7,0,0,0,0,1,1,1,0,1,3,50.0,1.67,18-24,Missing,7,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46558,1,27.0,555.0,na,na,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,3,14.0,0.47,25-34,500-599,2,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46565,1,18.0,,na,Bi-Weekly,0,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,4.0,0.22,18-24,Missing,9,Low Activity,Low Rewards,No Loan Interaction,App Only,40,Medium Risk,Maintain engagement with lifecycle messaging
46567,0,29.0,608.0,O,Weekly,1,0,0,0,89,10,0,0,0,0,1,1,1,1,0,0,39.0,1.3,25-34,600-699,99,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46569,0,53.0,,na,Monthly,0,0,0,0,24,5,0,0,0,0,1,1,1,0,1,0,15.0,0.5,45-54,Missing,29,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46570,1,28.0,438.0,R,na,1,0,0,0,4,16,0,0,0,0,1,1,1,1,0,0,26.0,0.87,25-34,Under 500,20,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46571,0,23.5,,R,Bi-Weekly,0,2,2,2,214,34,0,0,0,0,1,0,0,0,1,0,110.0,1.83,18-24,Missing,252,High Activity,High Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46573,0,30.0,495.0,na,Monthly,1,0,0,0,37,1,0,0,0,0,1,1,1,0,1,0,19.0,0.63,25-34,Under 500,38,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46574,1,22.0,526.0,na,Monthly,1,8,0,8,11,8,0,0,0,0,1,1,1,0,1,0,16.0,0.53,18-24,500-599,35,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46577,1,26.0,540.0,R,na,0,0,0,0,42,10,0,0,0,0,1,0,0,1,0,0,19.0,0.63,25-34,500-599,52,Moderate Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46579,1,38.0,534.0,R,Monthly,1,1,0,1,80,13,1,0,0,0,1,1,1,1,0,3,26.0,0.87,35-44,500-599,95,High Activity,Low Rewards,Waiting For Loan,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46582,1,35.0,571.0,na,Bi-Weekly,1,0,0,0,0,11,0,0,0,0,1,0,0,0,1,0,54.0,1.8,35-44,500-599,11,Low Activity,High Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46583,0,32.0,458.0,R,Bi-Weekly,1,3,1,3,75,12,0,0,0,0,1,1,1,1,0,0,34.0,1.13,25-34,Under 500,93,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46584,1,62.0,,na,Bi-Weekly,0,0,0,0,16,9,0,0,0,0,1,1,1,0,1,0,27.0,0.9,55+,Missing,25,Moderate Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46586,0,25.0,565.0,na,Bi-Weekly,1,1,0,1,65,33,0,0,0,0,1,0,0,1,0,0,19.0,0.83,25-34,500-599,100,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46587,0,35.0,600.0,O,Bi-Weekly,0,33,1,33,40,23,0,0,0,0,1,1,1,1,0,0,41.0,1.37,35-44,600-699,129,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46588,1,29.0,,R,Semi-Monthly,0,0,0,0,0,5,0,0,0,0,1,1,1,1,0,0,13.0,0.43,25-34,Missing,5,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46593,1,28.0,661.0,na,Bi-Weekly,1,2,1,2,33,16,0,0,0,0,1,0,0,0,1,0,55.0,1.83,25-34,600-699,53,Moderate Activity,High Rewards,No Loan Interaction,App Only,0,Low Risk,Maintain engagement with lifecycle messaging
46594,0,30.0,482.0,R,Weekly,0,1,0,1,75,11,0,0,0,0,1,1,1,0,1,0,29.0,0.97,25-34,Under 500,88,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46597,1,29.0,616.0,R,Weekly,0,0,0,0,77,0,0,0,0,0,1,1,1,1,0,2,26.0,0.87,25-34,600-699,77,High Activity,Low Rewards,No Loan Interaction,App + Web,20,Low Risk,Maintain engagement with lifecycle messaging
46598,0,18.0,445.0,R,Bi-Weekly,0,0,0,0,139,19,0,0,0,0,1,0,0,0,1,0,43.0,1.4300000000000002,18-24,Under 500,158,High Activity,Low Rewards,No Loan Interaction,App Only,20,Low Risk,Maintain engagement with lifecycle messaging
46604,0,35.0,450.0,R,Bi-Weekly,1,17,3,17,39,9,0,0,0,0,1,1,1,1,0,0,37.0,1.23,35-44,Under 500,82,High Activity,Low Rewards,No Loan Interaction,App + Web,10,Low Risk,Maintain engagement with lifecycle messaging
46608,0,29.0,622.0,na,Bi-Weekly,1,39,0,37,45,12,0,0,0,0,1,0,0,0,1,0,37.0,1.23,25-34,600-699,133,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46609,0,30.0,569.0,na,Weekly,0,0,0,0,0,6,0,0,0,0,1,1,1,0,1,0,10.0,0.33,25-34,500-599,6,Low Activity,Low Rewards,No Loan Interaction,App + Web,40,Medium Risk,Maintain engagement with lifecycle messaging
46611,0,17.0,596.0,na,Bi-Weekly,1,9,1,9,40,16,0,0,0,0,1,0,0,1,0,0,23.0,0.77,18-24,500-599,74,High Activity,Low Rewards,No Loan Interaction,App Only,10,Low Risk,Maintain engagement with lifecycle messaging
46612,1,30.0,518.0,O,Bi-Weekly,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,0,53.0,1.77,25-34,500-599,4,Low Activity,High Rewards,No Loan Interaction,App Only,30,Medium Risk,Maintain engagement with lifecycle messaging
46623,1,33.0,572.0,R,Weekly,1,0,0,0,0,3,0,0,0,0,1,1,1,1,0,2,0.0,0.0,25-34,500-599,3,Very Low Activity,No Rewards,No Loan Interaction,App + Web,55,Medium Risk,Introduce rewards education or welcome offer
46624,1,30.0,,R,Semi-Monthly,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,14.0,0.47,25-34,Missing,0,Very Low Activity,Low Rewards,No Loan Interaction,App + Web,55,Medium Risk,Maintain engagement with lifecycle messaging
46628,1,34.0,492.0,na,Semi-Monthly,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,25-34,Under 500,0,Very Low Activity,No Rewards,No Loan Interaction,App Only,65,High Risk,Activation campaign: prompt first deposit or purchase
